Datetime,Close,EMA_12,EMA_26,MACD,MACD_Signal,Hist
2021-01-28 09:30:00-05:00,19.950000762939453,,,,,
2021-01-28 09:45:00-05:00,19.290000915527344,,,,,
2021-01-28 10:00:00-05:00,19.5,,,,,
2021-01-28 10:15:00-05:00,19.13419914245605,,,,,
2021-01-28 10:30:00-05:00,18.6835994720459,,,,,
2021-01-28 10:45:00-05:00,18.75,,,,,
2021-01-28 11:00:00-05:00,19.020000457763672,,,,,
2021-01-28 11:15:00-05:00,18.749900817871094,,,,,
2021-01-28 11:30:00-05:00,18.690000534057614,,,,,
2021-01-28 11:45:00-05:00,18.83139991760254,,,,,
2021-01-28 12:00:00-05:00,18.8799991607666,,,,,
2021-01-28 12:15:00-05:00,19.010099411010746,,,,,
2021-01-28 12:30:00-05:00,19.40999984741211,,,,,
2021-01-28 12:45:00-05:00,19.274999618530273,,,,,
2021-01-28 13:00:00-05:00,19.49860000610352,,,,,
2021-01-28 13:15:00-05:00,19.768600463867188,,,,,
2021-01-28 13:30:00-05:00,20.02989959716797,,,,,
2021-01-28 13:45:00-05:00,19.920000076293945,,,,,
2021-01-28 14:00:00-05:00,19.81999969482422,,,,,
2021-01-28 14:15:00-05:00,19.88820075988769,,,,,
2021-01-28 14:30:00-05:00,19.90999984741211,,,,,
2021-01-28 14:45:00-05:00,19.89859962463379,,,,,
2021-01-28 15:00:00-05:00,19.88500022888184,,,,,
2021-01-28 15:15:00-05:00,19.600000381469727,,,,,
2021-01-28 15:30:00-05:00,19.93000030517578,,,,,
2021-01-28 15:45:00-05:00,19.809999465942386,,,,,
2021-01-29 09:30:00-05:00,19.940000534057614,,,,,
2021-01-29 09:45:00-05:00,20.68079948425293,,,,,
2021-01-29 10:00:00-05:00,20.6299991607666,,,,,
2021-01-29 10:15:00-05:00,20.981000900268555,,,,,
2021-01-29 10:30:00-05:00,20.82999992370605,,,,,
2021-01-29 10:45:00-05:00,21.051000595092773,,,,,
2021-01-29 11:00:00-05:00,20.84000015258789,,,,,
2021-01-29 11:15:00-05:00,20.500099182128906,,,,,
2021-01-29 11:30:00-05:00,20.489999771118164,,,,,
2021-01-29 11:45:00-05:00,20.68000030517578,,,,,
2021-01-29 12:00:00-05:00,20.55990028381348,,,,,
2021-01-29 12:15:00-05:00,20.13999938964844,,,,,
2021-01-29 12:30:00-05:00,19.83009910583496,,,,,
2021-01-29 12:45:00-05:00,19.780000686645508,,,,,
2021-01-29 13:00:00-05:00,19.86000061035156,,,,,
2021-01-29 13:15:00-05:00,19.799999237060547,,,,,
2021-01-29 13:30:00-05:00,19.939899444580078,,,,,
2021-01-29 13:45:00-05:00,19.72010040283203,,,,,
2021-01-29 14:00:00-05:00,19.88999938964844,,,,,
2021-01-29 14:15:00-05:00,19.57999992370605,,,,,
2021-01-29 14:30:00-05:00,19.467500686645508,,,,,
2021-01-29 14:45:00-05:00,19.420000076293945,,,,,
